AccidentUID,AccidentType,AccidentType_de,AccidentType_fr,AccidentType_it,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_de,AccidentSeverityCategory_fr,AccidentSeverityCategory_it,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_fr,RoadType_it,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_fr,AccidentMonth_it,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_fr,AccidentWeekDay_it,AccidentWeekDay_en,AccidentHour,AccidentHour_text,Datum,weather_condition,temperature
E26CB3768247018AE0530AB38B02EBC3,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2682890,1250293,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,9,09,2022-06-14,clear-day,20.56
E26CB376840D018AE0530AB38B02EBC3,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683870,1247165,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,9,09,2022-06-17,partly-cloudy-day,24.07
E26CB397C55F01A6E0530AB38B0268CC,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682838,1246348,ZH,261,2022,5,Mai,mai,Maggio,May,aw404,Donnerstag,jeudi,Giovedì,Thursday,8,08,2022-05-19,cloudy,22.41
E26CB397C5E601A6E0530AB38B0268CC,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682347,1248620,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,18,18,2022-06-03,rain,20.0
E26CB397CD5A01A6E0530AB38B0268CC,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682345,1244259,ZH,261,2022,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,13,13,2022-06-11,clear-day,25.36
E26CB397CDF601A6E0530AB38B0268CC,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683124,1247660,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,19,19,2022-06-07,rain,15.92
E26CB397CFF101A6E0530AB38B0268CC,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681299,1248615,ZH,261,2022,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,15,15,2022-06-25,clear-day,26.95
E26CB74EAF5C01FCE0530AB38B02C6CC,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2685820,1248643,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,15,15,2022-06-03,rain,21.96
E26CB74EEC3201FCE0530AB38B02C6CC,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680028,1250739,ZH,261,2022,5,Mai,mai,Maggio,May,aw406,Samstag,samedi,Sabato,Saturday,16,16,2022-05-14,clear-day,24.03
E26CB74EECC101FCE0530AB38B02C6CC,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681681,1245806,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,17,17,2022-06-21,partly-cloudy-day,27.24
E26CB74F0CCD01FCE0530AB38B02C6CC,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681631,1247735,ZH,261,2022,6,Juni,juin,Giugno,June,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,14,14,2022-06-01,rain,17.25
E26CB7625B380176E0530AB38B0238E3,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683630,1252546,ZH,261,2022,6,Juni,juin,Giugno,June,aw407,Sonntag,dimanche,Domenica,Sunday,12,12,2022-06-19,clear-day,32.99
E26CB7625CD80176E0530AB38B0238E3,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683872,1251581,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,12,12,2022-06-17,partly-cloudy-day,27.87
E26F5E9065ED01ACE0530AB38B026900,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2679836,1247608,ZH,261,2022,6,Juni,juin,Giugno,June,aw401,Montag,lundi,Lunedí,Monday,15,15,2022-06-27,cloudy,21.52
E26F5E909F9B01ACE0530AB38B026900,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2684164,1252017,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,22,22,2022-06-28,partly-cloudy-night,16.85
E26F5E90A01E01ACE0530AB38B026900,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681834,1249667,ZH,261,2022,6,Juni,juin,Giugno,June,aw401,Montag,lundi,Lunedí,Monday,7,07,2022-06-13,rain,17.48
E26F5E90B48901ACE0530AB38B026900,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681016,1252390,ZH,261,2022,4,April,avril,Aprile,April,aw401,Montag,lundi,Lunedí,Monday,9,09,2022-04-11,clear-day,7.77
E26F5E90B52B01ACE0530AB38B026900,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683405,1247284,ZH,261,2022,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,8,08,2022-07-04,cloudy,21.02
E26F5E90B5C401ACE0530AB38B026900,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682552,1250025,ZH,261,2022,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,7,07,2022-07-04,cloudy,19.46
E26F5ED654680122E0530AB38B02654C,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680599,1252680,ZH,261,2022,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,12,12,2022-06-04,clear-day,26.81
E26F5ED658940122E0530AB38B02654C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2680972,1248706,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,10,10,2022-06-21,cloudy,25.77
E26F5ED659090122E0530AB38B02654C,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2682269,1250087,ZH,261,2022,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13,2022-06-23,clear-day,28.84
E27BF0B24FCD0198E0530AB38B028DFD,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682063,1247514,ZH,261,2022,5,Mai,mai,Maggio,May,aw402,Dienstag,mardi,Martedì,Tuesday,7,07,2022-05-24,rain,13.52
E27BF0B2525F0198E0530AB38B028DFD,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683966,1252130,ZH,261,2022,6,Juni,juin,Giugno,June,aw407,Sonntag,dimanche,Domenica,Sunday,2,02,2022-06-05,partly-cloudy-night,16.51
E27BF0B253070198E0530AB38B028DFD,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682220,1248200,ZH,261,2022,6,Juni,juin,Giugno,June,aw407,Sonntag,dimanche,Domenica,Sunday,4,04,2022-06-12,clear-day,11.6
E282A5A62F690144E0530AB38B023890,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2677620,1247046,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,18,18,2022-06-10,clear-day,20.34
E282A5A635500144E0530AB38B023890,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683598,1246900,ZH,261,2022,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,18,18,2022-05-22,cloudy,21.4
E282A5A66F1D0144E0530AB38B023890,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680342,1247577,ZH,261,2022,5,Mai,mai,Maggio,May,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,8,08,2022-05-11,clear-day,20.17
E282A5A6708C0144E0530AB38B023890,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683188,1247957,ZH,261,2022,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,22,22,2022-06-11,clear-night,15.1
E282A5A672610144E0530AB38B023890,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682728,1244353,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,9,09,2022-06-28,cloudy,19.17
E282A5A6729C0144E0530AB38B023890,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2682510,1244152,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,10,10,2022-06-28,cloudy,20.64
E282A5A673DD0144E0530AB38B023890,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684116,1247150,ZH,261,2022,6,Juni,juin,Giugno,June,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,17,17,2022-06-29,partly-cloudy-day,25.46
E282A5A687280144E0530AB38B023890,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681136,1245693,ZH,261,2022,6,Juni,juin,Giugno,June,aw401,Montag,lundi,Lunedí,Monday,11,11,2022-06-13,partly-cloudy-day,21.55
E282A5A6C3800144E0530AB38B023890,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2684071,1245665,ZH,261,2022,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,15,15,2022-07-06,clear-day,26.8
E282A5A6C4140144E0530AB38B023890,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683240,1246763,ZH,261,2022,5,Mai,mai,Maggio,May,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,22,22,2022-05-18,clear-night,17.11
E2855A4A8A7F019AE0530AB38B0285F3,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681061,1247137,ZH,261,2022,4,April,avril,Aprile,April,aw405,Freitag,vendredi,Venerdì,Friday,14,14,2022-04-22,partly-cloudy-day,17.37
E2909DCC8195014EE0530AB38B02996B,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683320,1247090,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,23,23,2022-06-03,partly-cloudy-night,14.66
E2909DCC870E014EE0530AB38B02996B,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683908,1247265,ZH,261,2022,6,Juni,juin,Giugno,June,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,17,17,2022-06-29,partly-cloudy-day,25.46
E2A5B545AF120170E0530AB38B026BE2,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683108,1246940,ZH,261,2022,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,17,17,2022-06-25,clear-day,25.46
E2A5B545B07B0170E0530AB38B026BE2,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681598,1247606,ZH,261,2022,6,Juni,juin,Giugno,June,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,16,16,2022-06-22,partly-cloudy-day,23.92
E2A5B581FC7D012CE0530AB38B024B21,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681540,1249959,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,7,07,2022-06-28,cloudy,16.71
E2A5B582228E012CE0530AB38B024B21,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684149,1248340,ZH,261,2022,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,21,21,2022-07-02,clear-night,18.14
E2A5B5822A4B012CE0530AB38B024B21,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681828,1246665,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,9,09,2022-06-21,cloudy,23.07
E2A5B58441B3013AE0530AB38B02E071,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680978,1247762,ZH,261,2022,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,14,14,2022-06-17,partly-cloudy-day,29.39
E2A5B58493F0013AE0530AB38B02E071,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682250,1248222,ZH,261,2022,5,Mai,mai,Maggio,May,aw406,Samstag,samedi,Sabato,Saturday,12,12,2022-05-14,clear-day,23.17
E2A5B5849445013AE0530AB38B02E071,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682447,1248626,ZH,261,2022,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,7,07,2022-06-30,partly-cloudy-day,19.66
E2A5B584A365013AE0530AB38B02E071,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2686451,1251398,ZH,261,2022,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,8,08,2022-06-11,clear-day,18.61
E2A643EBC8440164E0530AB38B02D9A9,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2679465,1248148,ZH,261,2022,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,8,08,2022-06-30,clear-day,21.96
E2A643EBCC550164E0530AB38B02D9A9,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681659,1247524,ZH,261,2022,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,1,01,2022-07-01,rain,14.66
E2F6752E85CA01BEE0530AB38B0254ED,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683761,1246509,ZH,261,2022,5,Mai,mai,Maggio,May,aw405,Freitag,vendredi,Venerdì,Friday,8,08,2022-05-27,partly-cloudy-day,17.57
E2F6752E864301BEE0530AB38B0254ED,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2680167,1246971,ZH,261,2022,6,Juni,juin,Giugno,June,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,18,18,2022-06-01,rain,15.82
E2F6752E890801BEE0530AB38B0254ED,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684347,1245895,ZH,261,2022,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,14,14,2022-06-28,cloudy,22.45
E2F6752E8A4E01BEE0530AB38B0254ED,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683904,1246255,ZH,261,2022,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,20,20,2022-06-30,rain,19.45
E2F6752E8AA201BEE0530AB38B0254ED,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683132,1250268,ZH,261,2022,6,Juni,juin,Giugno,June,aw401,Montag,lundi,Lunedí,Monday,8,08,2022-06-27,partly-cloudy-day,20.9
E2F6752E8CBC01BEE0530AB38B0254ED,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683365,1251605,ZH,261,2022,6,Juni,juin,Giugno,June,aw407,Sonntag,dimanche,Domenica,Sunday,8,08,2022-06-12,clear-day,20.87
