"","AccidentUID","AccidentType","AccidentType_de","AccidentType_fr","AccidentType_it","AccidentType_en","AccidentSeverityCategory","AccidentSeverityCategory_de","AccidentSeverityCategory_fr","AccidentSeverityCategory_it","AccidentSeverityCategory_en","AccidentInvolvingPedestrian","AccidentInvolvingBicycle","AccidentInvolvingMotorcycle","RoadType","RoadType_de","RoadType_fr","RoadType_it","RoadType_en","AccidentLocation_CHLV95_E","AccidentLocation_CHLV95_N","CantonCode","MunicipalityCode","AccidentYear","AccidentMonth","AccidentMonth_de","AccidentMonth_fr","AccidentMonth_it","AccidentMonth_en","AccidentWeekDay","AccidentWeekDay_de","AccidentWeekDay_fr","AccidentWeekDay_it","AccidentWeekDay_en","AccidentHour","AccidentHour_text","Datum"
"3230","E90135DFB4CF0142E0530AB38B024BB9","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681237,1249674,"ZH",261,2022,9,"September","septembre","Settembre","September","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","15.09.22"
"3231","E90135F93CD80128E0530AB38B024BF5","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681049,1247970,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",20,"20h-21h","09.09.22"
"3232","E9014233E19301C6E0530AB38B02E164","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683830,1246577,"ZH",261,2022,8,"August","août","Agosto","August","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",17,"17h-18h","24.08.22"
"3233","E9014234CDB401EEE0530AB38B02C5D3","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2684915,1244769,"ZH",261,2022,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",14,"14h-15h","16.06.22"
"3234","E901E3F77EDA018EE0530AB38B02224B","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2685083,1251470,"ZH",261,2022,9,"September","septembre","Settembre","September","aw402","Dienstag","mardi","Martedì","Tuesday",7,"07h-08h","06.09.22"
"3235","E901E3F77F1F018EE0530AB38B02224B","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678271,1249302,"ZH",261,2022,9,"September","septembre","Settembre","September","aw402","Dienstag","mardi","Martedì","Tuesday",8,"08h-09h","13.09.22"
"3236","E901E3F78108018EE0530AB38B02224B","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678789,1248881,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",19,"19h-20h","16.09.22"
"3237","E901EE637473010AE0530AB38B02C05D","at4","Einbiegeunfall","accident en s'engageant sur une route","Incidente nell’immettersi in una strada","Accident when turning-into main road","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681878,1249653,"ZH",261,2022,6,"Juni","juin","Giugno","June","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",9,"09h-10h","29.06.22"
"3238","E9080DFA6C2F013CE0530AB38B023897","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682240,1247055,"ZH",261,2022,7,"Juli","juillet","Luglio","July","aw407","Sonntag","dimanche","Domenica","Sunday",20,"20h-21h","10.07.22"
"3239","E908C179D685012CE0530AB38B0258EA","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2682907,1247555,"ZH",261,2022,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",20,"20h-21h","22.07.22"
"3240","E916584EA40801A8E0530AB38B0230D1","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682638,1249624,"ZH",261,2022,8,"August","août","Agosto","August","aw402","Dienstag","mardi","Martedì","Tuesday",15,"15h-16h","23.08.22"
"3241","E916B289BFBE01BCE0530AB38B026B41","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682748,1248424,"ZH",261,2022,8,"August","août","Agosto","August","aw402","Dienstag","mardi","Martedì","Tuesday",21,"21h-22h","30.08.22"
"3242","E933BF7CABDD0100E0530AB38B02F0F5","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2683688,1251281,"ZH",261,2022,9,"September","septembre","Settembre","September","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","15.09.22"
"3243","E933BF7CB0DA0100E0530AB38B02F0F5","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683156,1248630,"ZH",261,2022,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","30.06.22"
"3244","E933BF7CB4580100E0530AB38B02F0F5","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2685557,1248473,"ZH",261,2022,8,"August","août","Agosto","August","aw407","Sonntag","dimanche","Domenica","Sunday",16,"16h-17h","14.08.22"
"3245","E933C0EBA4AF0152E0530AB38B02AD88","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2680252,1249762,"ZH",261,2022,8,"August","août","Agosto","August","aw402","Dienstag","mardi","Martedì","Tuesday",9,"09h-10h","30.08.22"
"3246","E933C0EBA5370152E0530AB38B02AD88","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682118,1245698,"ZH",261,2022,8,"August","août","Agosto","August","aw407","Sonntag","dimanche","Domenica","Sunday",14,"14h-15h","21.08.22"
"3247","E933C0EBA5D70152E0530AB38B02AD88","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683266,1247929,"ZH",261,2022,9,"September","septembre","Settembre","September","aw406","Samstag","samedi","Sabato","Saturday",11,"11h-12h","17.09.22"
"3248","E933C0EBA6F40152E0530AB38B02AD88","at3","Abbiegeunfall","accident en quittant une route","Incidente nello svoltare","Accident when turning left or right","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682028,1247889,"ZH",261,2022,9,"September","septembre","Settembre","September","aw402","Dienstag","mardi","Martedì","Tuesday",11,"11h-12h","06.09.22"
"3249","E933C0F483A1012CE0530AB38B02032A","at4","Einbiegeunfall","accident en s'engageant sur une route","Incidente nell’immettersi in una strada","Accident when turning-into main road","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683086,1246969,"ZH",261,2022,6,"Juni","juin","Giugno","June","aw401","Montag","lundi","Lunedí","Monday",18,"18h-19h","20.06.22"
"3250","E933C0F484CC012CE0530AB38B02032A","at6","Frontalkollision","collision frontale","Collisione frontale","Accident with head-on collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682518,1247531,"ZH",261,2022,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",17,"17h-18h","07.07.22"
"3251","E933D45DC17C01DAE0530AB38B022321","at6","Frontalkollision","collision frontale","Collisione frontale","Accident with head-on collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680125,1248546,"ZH",261,2022,9,"September","septembre","Settembre","September","aw402","Dienstag","mardi","Martedì","Tuesday",8,"08h-09h","06.09.22"
"3252","E933D45DC2AC01DAE0530AB38B022321","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680401,1248384,"ZH",261,2022,9,"September","septembre","Settembre","September","aw404","Donnerstag","jeudi","Giovedì","Thursday",18,"18h-19h","15.09.22"
"3253","E933D45DC3ED01DAE0530AB38B022321","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682269,1248273,"ZH",261,2022,9,"September","septembre","Settembre","September","aw406","Samstag","samedi","Sabato","Saturday",14,"14h-15h","17.09.22"
"3254","E933D5B3CB9401ECE0530AB38B024B93","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682080,1251384,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",18,"18h-19h","02.09.22"
"3255","E933DC816B1B0112E0530AB38B02AFD0","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683745,1247711,"ZH",261,2022,8,"August","août","Agosto","August","aw402","Dienstag","mardi","Martedì","Tuesday",13,"13h-14h","30.08.22"
"3256","E933EC8A05F40142E0530AB38B025D39","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681660,1243280,"ZH",261,2022,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",18,"18h-19h","09.07.22"
"3257","E935C480C4C20160E0530AB38B022E6B","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679203,1250824,"ZH",261,2022,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",18,"18h-19h","29.07.22"
"3258","E93F6545A15801E0E0530AB38B02C61D","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678925,1248490,"ZH",261,2022,8,"August","août","Agosto","August","aw404","Donnerstag","jeudi","Giovedì","Thursday",11,"11h-12h","25.08.22"
"3259","E93F6683C79D014AE0530AB38B023C3E","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683569,1249480,"ZH",261,2022,9,"September","septembre","Settembre","September","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",14,"14h-15h","21.09.22"
"3260","E93F677D70DE01C6E0530AB38B02F90C","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681900,1248104,"ZH",261,2022,9,"September","septembre","Settembre","September","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",11,"11h-12h","21.09.22"
"3261","E9524D47A523010AE0530AB38B026F62","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682587,1247200,"ZH",261,2022,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",19,"19h-20h","20.07.22"
"3262","E9524D47ABA0010AE0530AB38B026F62","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2679754,1250409,"ZH",261,2022,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",7,"07h-08h","26.09.22"
"3263","E9524D47BA1D010AE0530AB38B026F62","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683751,1247316,"ZH",261,2022,9,"September","septembre","Settembre","September","aw407","Sonntag","dimanche","Domenica","Sunday",16,"16h-17h","25.09.22"
"3264","E9525F1B3CEB01C4E0530AB38B02A49B","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681426,1246018,"ZH",261,2022,2,"Februar","février","Febbraio","February","aw401","Montag","lundi","Lunedí","Monday",11,"11h-12h","28.02.22"
"3265","E9525F1B3D2001C4E0530AB38B02A49B","at3","Abbiegeunfall","accident en quittant une route","Incidente nello svoltare","Accident when turning left or right","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681327,1249652,"ZH",261,2022,9,"September","septembre","Settembre","September","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",7,"07h-08h","14.09.22"
"3266","E9525F1B3F9C01C4E0530AB38B02A49B","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679880,1247602,"ZH",261,2022,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",13,"13h-14h","19.09.22"
"3267","E9525F1B419201C4E0530AB38B02A49B","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682037,1247581,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",13,"13h-14h","23.09.22"
"3268","E9525F57DAE70192E0530AB38B0225CF","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682262,1247058,"ZH",261,2022,9,"September","septembre","Settembre","September","aw407","Sonntag","dimanche","Domenica","Sunday",18,"18h-19h","18.09.22"
"3269","E9525F57E12F0192E0530AB38B0225CF","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682521,1246699,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",11,"11h-12h","09.09.22"
"3270","E9525F5814300192E0530AB38B0225CF","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681150,1250123,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",18,"18h-19h","09.09.22"
"3271","E9525F5825C40192E0530AB38B0225CF","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683263,1246771,"ZH",261,2022,8,"August","août","Agosto","August","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",10,"10h-11h","24.08.22"
"3272","E9525F5826410192E0530AB38B0225CF","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2682819,1245528,"ZH",261,2022,8,"August","août","Agosto","August","aw402","Dienstag","mardi","Martedì","Tuesday",13,"13h-14h","09.08.22"
"3273","E9525F582D390192E0530AB38B0225CF","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2678461,1251290,"ZH",261,2022,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",6,"06h-07h","19.09.22"
"3274","E952D18F5C7001C8E0530AB38B02E83F","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","true","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2687148,1246004,"ZH",261,2022,8,"August","août","Agosto","August","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",19,"19h-20h","31.08.22"
"3275","E952D18F5D3101C8E0530AB38B02E83F","at3","Abbiegeunfall","accident en quittant une route","Incidente nello svoltare","Accident when turning left or right","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2680340,1246991,"ZH",261,2022,8,"August","août","Agosto","August","aw401","Montag","lundi","Lunedí","Monday",10,"10h-11h","22.08.22"
"3276","E9538FD6AAC90194E0530AB38B0289E2","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682699,1246445,"ZH",261,2022,8,"August","août","Agosto","August","aw405","Freitag","vendredi","Venerdì","Friday",17,"17h-18h","19.08.22"
"3277","E9538FD6AB510194E0530AB38B0289E2","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684652,1248174,"ZH",261,2022,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",12,"12h-13h","05.09.22"
"3278","E953ABDCD47A01CCE0530AB38B02625E","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684059,1246501,"ZH",261,2022,9,"September","septembre","Settembre","September","aw404","Donnerstag","jeudi","Giovedì","Thursday",23,"23h-00h","22.09.22"
"3279","E953ABDCE3FF01CCE0530AB38B02625E","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2685143,1246103,"ZH",261,2022,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",7,"07h-08h","26.09.22"
"3280","E953ABDCFC3701CCE0530AB38B02625E","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682066,1249686,"ZH",261,2022,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",23,"23h-00h","12.09.22"
"3281","E95458981A5F014CE0530AB38B028B5F","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682169,1244008,"ZH",261,2022,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",19,"19h-20h","09.09.22"
"3282","E95458981A91014CE0530AB38B028B5F","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682297,1246090,"ZH",261,2022,9,"September","septembre","Settembre","September","aw404","Donnerstag","jeudi","Giovedì","Thursday",15,"15h-16h","08.09.22"
"3283","E95458981B3A014CE0530AB38B028B5F","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2679475,1249734,"ZH",261,2022,9,"September","septembre","Settembre","September","aw404","Donnerstag","jeudi","Giovedì","Thursday",9,"09h-10h","22.09.22"
"3284","E95458981C0E014CE0530AB38B028B5F","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679123,1248560,"ZH",261,2022,9,"September","septembre","Settembre","September","aw402","Dienstag","mardi","Martedì","Tuesday",15,"15h-16h","20.09.22"
"3285","E95458981D3A014CE0530AB38B028B5F","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682102,1247057,"ZH",261,2022,9,"September","septembre","Settembre","September","aw406","Samstag","samedi","Sabato","Saturday",19,"19h-20h","24.09.22"
